12, Anarquismo
25, Autismo
39, Albedo
290, UMA
303, Alabama
305, Aquiles
307, Abraham Lincoln
308, Aristóteles
316, Oscar de Melhor Design de Produção
324, Prêmios da Academia
334, Hora Atômica Internacional
336, Altruísmo
339, Ayn Rand
340, Alan Connes
344, Allan Dwan
358, Argélia
569, Antropologia
572, Ciências agrícolas
573, Alquimia
579, Estrangeiro
580, Astrônomo
586, ASCII
593, Animação
594, Apolo
595, André Agassi
597, línguas austro-asiáticas
599, Línguas afro-asiáticas
600, Andorra
612, Média aritmética
615, Conferência de futebol americano
620, Fazenda de animais
621, Anfíbio
624, Alasca
627, Agricultura
628, Aldous Huxley
633, Algas
634, Análise de variação
639, Alcano
643, Tribunal de Apelação
651, América a bela
653, Tecnologia assistiva
655, Ábaco
656, Ácido
657, Asfalto
659, Instituto Nacional Americano de Padrões
662, Apolo 11
663, Apolo 8
664, Astronauta
665, Uma proposta modesta
666, Metal alcalino
670, Alfabeto
673, Número atômico
674, Anatomia
675, Afirmando o consequente
676, Andrei Tarkovsky
680, Aardvark
681, Lobo-da-terra
682, Adobe
683, Aventura
689, Ásia
690, Aruba
691, Artigos da Confederação
698, oceano Atlântico
700, Arthur Schopenhauer
701, Angola
704, Demografia de Angola
705, Política de Angola
706, Economia de Angola
709, Forças Armadas Angolanas
713, Android robô
717, Alberta
734, Actinopterygii
736, Albert Einstein
737, Afeganistão
738, Albânia
740, Alá
746, Azerbaijão
748, Astronomia amadora
751, Aikido
752, Arte
764, Agnostida
765, Aborto
771, Guerra Revolucionária Americana
772, Ampere
775, Algoritmo
777, Planta anual
782, Colutório
783, Alexandre o grande
784, Alfred Korzybski
785, Asteróides jogo de vídeo
786, Espargos
787, Alismatales
788, Apiales
789, Asterales
791, Asteróide
798, Áries constelação
799, Aquário constelação
800, Anime
802, Ancara
803, árabe
808, Alfred Hitchcock
824, Línguas altaicas
840, Axioma da escolha
841, Átila
842, Mar Egeu
843, Laranja Mecânica romance
844, Amsterdã
848, Audi
849, Aeronave
851, Alfred nobel
852, Alexander Graham Bell
854, Anatólia
856, Apple Inc
857, Aberdeenshire
863, guerra civil Americana
864, Andy Warhol
868, Alp Arslan
869, Instituto Americano de Cinema
872, Akira Kurosawa
874, Antigo Egito
876, Doença do neurônio motor
877, Branco
878, Abugida
880, ABBA
888, A E van Vogt
890, Anna Kournikova
892, Alfons Maria Jacob
894, Agnosticismo
896, Argônio
897, Arsênico
898, Antimônio
899, Actínio
900, Amerício
901, Astatine
902, Átomo
903, Terra arável
904, Alumínio
909, Comunhão Anglicana
911, Arquipélago
914, Autor
915, Andrey Markov
921, Angústia
922, Ansiedade
928, Axioma
929, Alfa
930, Alvin Toffler
931, O incrível Homem Aranha
951, Antígua e Barbuda
953, Agincourt
954, Albert Speer
956, Asteraceae
957, Apiaceae
958, Axônio
960, alfabeto aramaico
966, tiro americano
969, Ataxia
972, Abdul Alhazred |
974, Ada Lovelace
980, August Derleth
981, Alpes
983, Albert Camus
984, Agatha Christie
986, A praga
988, Ética aplicada
991, Valor absoluto
993, Sinal analógico
994, Arecales
1000, Hercule Poirot
1002, Miss Marple
1004, abril
1005, Agosto
1006, Arão
1014, Álcool
1016, Ilha Achill
1017, Allen Ginsberg
1018, Campo algebricamente fechado
1020, Anatoly Karpov
1022, Automobilismo
1023, Anarcocapitalismo
1028, Aristófanes
1029, Albert Schweitzer
1030, Escola Austríaca
1032, Abscesso
1038, Aarhus
1043, Peixe-caverna do norte
1051, Alexis Carrel
1055, Dia de todas as Almas
1057, Anatole França
1058, André Gide
1064, Amêndoa
1069, Demografia de Antígua e Barbuda
1070, Política de Antígua e Barbuda
1078, Antissemitismo
1081, Economia do Azerbaijão
1082, Geografia do Azerbaijão
1087, Relações Exteriores do Azerbaijão
1091, Geografia da Armênia
1092, Demografia da Armênia
1130, Avicena
1134, Análise
1135, Abner Doubleday
1140, Modulação de amplitude
1141, Augustin-Jean Fresnel
1143, Abade
1144, Ardipithecus
1146, linha de montagem
1148, Adelaide
1158, Número algébrico
1160, Automorfismo
1162, Acordeão
1164, Inteligência artificial
1167, Filosofia antiga
1168, Anaximandro
1170, Arquiteto
1171, Abreviação
1174, Afrodite
1176, Relação antisimétrica
1177, Aleister Crowley
1178, Vida após a morte
1181, Astrometria
1182, Atena
1187, Liga
1193, Agrarianismo
1196, Ângulo
1198, Acústica
1200, Física atômica
1201, linguagem gestual americana
1202, Miniaplicativo
1203, História alternativa
1206, Orbital atômico
1207, Aminoácido
1208, Alan Turing
1209, Área
1210, Unidade astronômica
1212, Artista
1213, Acteon
1214, anglicanismo
1216, Atenas
1217, Anguila
1227, Ilhas Ashmore e Cartier
1235, Alexander Mackenzie político
1239, Ashoka
1241, americano palavra
1242, Ada linguagem de programação
1252, Arianismo
1256, Antonino Pio
1260, Padrão de criptografia avançada
1262, Gíria
1264, Anisotropia
1267, Decaimento alfa
1271, Motor analítico
1273, Augusto
1274, Geografia da Antártida
1285, Geografia do Alabama
1291, Sistema do Tratado da Antártida
1293, Alfred Lawson
1298, Ames Iowa
1301, Abadessa
1303, Cirurgia abdominal
1305, Abensberg
1306, Arminianismo
1307, O Projeto Alan Parsons
1313, Hidrocarboneto aromático
1315, Mosteiro
1316, Escola Annales
1317, Antimatéria
1322, Casa Batlló
1324, Parque Güell
1325, Casa de Milão
1327, Antipartícula
1331, príncipe árabe
1335, Propriedade associativa
1336, Fundação de Software Apache
1344, Maçã I
1346, Apatossauro
1347, Alossauro
1348, AK-47
1349, Computador Atanasoff-Berry
1354, Andes
1358, Âncora
1360, Anazarbus
1361, Anagrama
1363, André-Marie Ampere
1365, Amônia
1366, Ametista
1367, Albertossauro
1368, Linguagem de montagem
1369, Ambrosia
1370, Ambrósio
1371, Ambracia
1372, Âmbar
1373, amalárico
1374, Alpino
1376, Exército
1380, Alligatoridae
1383, Amieiro
1384, Amos Bronson Alcott
1386, Aracnofobia
1387, Alabastro
1389, Acabe
1392, Dasyproctidae
1394, Algol
1395, Graça maravilhosa
1397, AOL
1400, no Ano de Nosso Senhor
1408, Alcuína
1409, Angilbert
1412, Amina
1418, Zero absoluto
1419, Processo adiabático
1422, Amida
1423, Animismo
1425, Antonio Vivaldi
1433, Aare
1435, Casa Abbotsford
1436, Abraão
1437, Abraxas
1438, Absalão
1440, Abidos Egito
1441, Abidos Helesponto
1446, Acapulco
1449, Alan Kay
1451, APL linguagem de programação
1453, ALGOL
1456, AWK
1460, Asgard
1461, programa Apollo
1478, Álfheimr
1484, Rio Alabama
1485, Alan de Lille
1486, Alemanni
1488, NYSE MKT
1494, Alfred Russel Wallace
1495, Partido Trabalhista Australiano
1508, Alberto Alcibíades Margrave de Brandenburg-Kulmbach
1509, Alberto o Urso
1513, Alberto de Brandemburgo
1514, Alberto Duque da Prússia
1520, Aachen
1523, Ágata
1525, Aspirina
1526, Abner
1527, Ahmed I
1528, Ahmed II
1529, Ahmed III
1530, povo Ainu
1537, Acupuntura
1540, Enéias
1542, Amaranto
1543, Agapanthus africanus
1544, Agamenon
1545, Aga Khan I
1546, Aga Khan III
1548, Alexandre Agassiz
1549, Agatão
1550, Agesilau II
1552, Antonio Agliardi
1553, Inês de Merânia
1556, Agripina a Velha
1557, Agripina o Jovem
1558, cozinha chinesa americana
1559, Ahenobarbo
1560, Ahmad Shah Durrani
1563, Arthur Aikin
1564, Ailanto
1565, Aimoin
1566, Império Acadiano
1567, Ajax o Menor
1568, Ajax mitologia
1570, Alaric I
1571, Alaric II
1573, Alberto Magno
1575, Alboin
1576, Afonso de Albuquerque
1577, Alceu de Mitilene
1578, alcamenes
1579, Alcmena
1580, Alcidamas
1583, Ealdred arcebispo de York
1585, Alexandre I do Épiro
1586, Resposta de Alexandre
1587, Alexandre de Pherae
1588, Alexandre II de Épiro
1589, Alexandre Jagiellon
1592, Alexandre III da Rússia
1593, Alexandre I da Escócia
1594, Alexandre II da Escócia
1595, Alexandre I da Sérvia
1596, Alexandre III da Escócia
1599, Alexandre de Afrodisias
1600, Severo Alexandre
1605, Alexandre Étolo
1606, Alexandre Janeu
1612, Alexandristas
1613, Aleixo I Comneno
1614, Alexis poeta
1615, Aleixo II Comneno
1616, Aleixo III Ângelo
1617, Aleixo V Ducas
1620, Alexei Petrovich Czarevich da Rússia
1623, Andrew Jackson
1624, André Johnson
1625, Aleksandr Solzhenitsyn
1627, Aberdeen
1633, Antipapa
1634, Aquicultura
1635, Complexidade de Kolmogorov
1640, Alfredo o Grande
1642, Alessandro Algardi
1643, Argel de Liège
1644, Argel
1645, Ibn al-Haytham
1647, Alessandro Allori
1649, Dinastia Almorávida
1650, Aloe
1652, Aliates de Lídia
1653, Idade de consentimento
1654, Alípio de Antioquia
1655, Amalasuntha
1656, Amalrico de Bena
1658, Afonso II de Portugal
1659, Afonso III de Portugal
1660, Afonso IV de Portugal
1661, Afonso V de Portugal
1662, Afonso VI of Portugal
1664, Afonso II das Astúrias
1669, Amara Sinha
1676, Afonso XII de Espanha
1677, Afonso XIII de Espanha
1679, Afonso o Batalhador
1680, Amarílis
1683, Afonso III de Aragão
1684, Afonso IV de Aragão
1685, Amásis II
1686, Afonso V de Aragão
1695, Amazonas
1697, Ambargris
1698, Ambiorix
1700, Augusto Guilherme Ambros
1701, rio Amazonas
1702, Alfredo de Beverley
1714, Autor Ambrose
1715, Abu Bakr |
1716, Ambrose Traversari
1718, Ambrosiaster
1719, Ambrósio Aureliano
1722, Amon
1723, Hérmias de Amônio
1724, Sacas de Amônio
1726, Livro de Amós
1727, Anfípolis
1728, Amram
1729, Amintas I da Macedônia
1730, Amintas III da Macedônia
1732, Anacarsis
1734, Ana
1735, Ananda
1737, Anaxágoras
1738, Anaxarco
1746, Anaxímenes de Lampsaco
1747, Anastácio
1748, Anaxímenes de Mileto
1749, Ancus Marcius
1750, Ilhas Andaman
1751, Alexander Anderson matemático
1752, Andocídios
1754, Andrea Andreani
1755, André II da Hungria
1756, Uma Investigação Sobre o Entendimento Humano
1758, André de Longjumeau
1759, Andrisco
1760, Andrônico III Paleólogo
1761, Andrônico II Paleólogo
1762, Andrônico I Comneno
1763, Andrônico de Cirro
1764, Andrônico de Rodes
1765, Andronicus
1767, Amiano Marcelino
1770, Apolo 13
1773, Apolo 7
1774, Apolo 9
1776, Artrite
1778, Acetileno
1786, algarismos arábicos
1789, Apuleio
1790, Alexandre Selkirk
1791, Míssil anti-balístico
1797, Acre
1800, Trifosfato de adenosina
1802, Ægir
1805, Antibióticos
1806, Arnold Schwarzenegger
1810, Actium
1812, Amway
1814, Adam Smith
1822, Antoine Lavoisier
1825, Hermann Kolbe
1828, Amitabh Bachchan
1832, Alomorfo
1834, Alofone
1835, Afixo
1837, Alegoria
1839, Alotropia
1840, Agátocles de Siracusa
1842, Augustin-Louis Cauchy
1844, Arquimedes
1847, Sólido de Arquimedes
1851, Antiprisma
1854, Geografia da África
1857, Votação de aprovação
1859, Universidade Estadual do Arizona
1864, Astoria Oregon
1869, Alfred Jarry
1871, Amalrico de Jerusalém
1872, Aimery de Chipre
1874, Absalão
1875, Ademar de Le Puy
1878, Afonso Conde de Poitiers
1879, Afonso Jordan
1880, Ambrósio
1881, Art Deco
1884, arte ASCII
1890, inglês americano
1897, Inglês australiano
1902, Voo 77 da American Airlines
1905, Emboscada
1909, Radiação adaptativa
1911, Alelo
1912, Ampicilina
1914, Resistência antimicrobiana
1915, Antígeno
1916, Autossomo
1920, Áquila
1921, Al Qaeda
1923, Alessandro Volta
1924, Argo Navis
1925, Andrômeda mitologia
1926, Antlia
1927, Ara constelação
1930, Arkansas
1933, Apus
1934, Abadan Irã
1937, Alexandre Fleming
1938, Andrew Carnegie
1939, consoante aproximada
1940, Astrônomo Real
1942, CIA aérea
1943, Democratas Australianos
1944, Território Capital da Australia
1948, Ally McBeal
1950, União Americana das Liberdades Civis
1955, Sistemas Adobe
1957, Técnica Alexander
1960, Andrea Alciato
1962, Magnitude aparente
1963, Magnitude absoluta
1965, Apolo 1
1966, Apolo 10
1967, Apolo 12
1968, Apolo 14
1969, Apolo 15
1970, Apolo 16
1971, Apolo 17
1973, revolução Americana
1979, Alfa Centauro
1980, amiga
1988, Abel Tasman
1997, Geometria algébrica
1998, Austin Texas
2006, campo de concentração de Auschwitz
2009, Álvar Aalto
2015, Corrente Circumpolar Antártica
2017, Dia da Árvore
2018, A J Ontem
2019, André Weil
2020, Aqueus Homero
2021, Atle Selberg
2023, Ésquilo
2024, Estrada do Âmbar
2027, André Wiles
2029, Anne Brontë
2030, Agostinho de Hipona
2032, Atuação
2037, Liga Delian
2038, August Horch
2039, Aviônicos
2041, Ares
2042, Alexander Grothendieck
2047, Alcoólicos Anônimos
2052, Estrutura de dados de matriz
2053, Feira da Austrália Avançada
2062, Américo Vespúcio
2063, Aristide Maillol
2064, Antonio Canova
2065, Augusto Rodin
2067, Ann Arbor Michigan
2070, Ato de Liquidação 1701
2076, acrópolis de Atenas
2077, Adam Weishaupt
2078, Elétron de Bolota
2082, Aeronáutica
2083, Auguste e Louis Lumière
2084, Atos dos Apóstolos
2085, Assíria
2086, Abias
2088, Afasia
2089, Aorta
2093, Abimeleque
2099, Andrew Tridgell
2101, Asterix
2102, Cardeais do Arizona
2103, Atlanta Falcons
2106, Ansible
2108, Adalberto de Praga
2110, Ælfheah de Cantuária
2112, Álgebra associativa
2113, Axioma da regularidade
2114, IBM AIX
2115, AppleTalk
2116, Série Apple II
2117, Maçã III
2118, árvore AVL
2120, Composto alifático
2122, Astrologia
2125, Extensão algébrica
2126, Ani DiFranco
2129, Diamantes do Arizona
2130, Estética
2134, Arca da Aliança
2136, Ângulos
2140, Atlanta Braves
2141, Atari ST
2144, Aaliyah
2147, Armaduras
2148, Veículo blindado de combate
2151, Anton Drexler
2152, Tudo quieto na frente ocidental
2154, afro-americanos
2161, Licença artística
2162, afrikaans
2171, Anti-realismo
2175, Cozinha dos Estados Unidos
2176, Ahmad Shah Massoud
2178, Atlântida
2179, Autobiografia
2180, Arcádio
2185, árabes
2186, Tatu
2193, Arcologia
2197, CPC Amstrad
2198, Abdulaziz al-Omari
2201, Aage Bohr
2202, Geometria analítica
2204, alfabeto árabe
2208, raposa do ártico
2215, Alfa Centauro de Sid Meier
2216, Abu Sayyaf
2217, idioma armênio
2219, Porta-aviões
