12, é uma filosofia política que defende sociedades autogovernadas baseadas em instituições voluntárias 
25, é um transtorno do neurodesenvolvimento caracterizado por interação social prejudicada comunicação verbal e não verbal prejudicada e comportamento restrito e repetitivo 
39,  é uma medida de refletância ou brilho óptico  latim albedo brancura de uma superfície 
290,  chamado  plural as as as as ou aes é a primeira letra e a primeira vogal do alfabeto latino básico iso 
303,  é um estado na região sudeste dos estados unidos 
305, na mitologia grega    foi um herói grego da guerra de Tróia e o personagem central e maior guerreiro da iliada de Homero 
307,  12 de fevereiro de 1809 - 15 de abril de 1865 foi um político e advogado americano que serviu como o 16º presidente dos Estados Unidos de março de 1861 até seu assassinato em abril de 1865 
308,    aristotélēs 384–322 aC foi um antigo filósofo e cientista grego nascido na cidade de Stagira Chalkidice na periferia norte da Grécia clássica 
316, o reconhecimento conquista para a direção de arte no cinema 
324, o  agora conhecido oficialmente como o oscars é um conjunto de vinte e quatro por mérito artístico e técnico na indústria cinematográfica americana concedido anualmente pela Associação de Artes e Ciências Cinematográficas  Ampas para reconhecer a excelência em realizações cinematográficas avaliadas pela os membros votantes 
334,  tai do nome francês é um padrão de coordenadas de alta precisão baseado na passagem nocional do próprio no geóide terrestre 
336, ou abnegação é o princípio ou prática de preocupação com o bem-estar dos outros 
339,  nascida alisa zinovyevna rosenbaum  - 6 de março de 1982 foi uma romancista filósofa dramaturga e roteirista russo-americana 
340,  nascido em 1 de abril de 1947 é um matemático francês atualmente professor no collège de france ihés na universidade estadual de ohio e na universidade vanderbilt 
344,  3 de abril de 1885 - 28 de dezembro de 1981 foi um pioneiro diretor produtor e roteirista americano nascido no Canadá 
358,      oficialmente a República Democrática Popular da Argélia é um estado soberano no norte da África na costa mediterrânea 
569, é o estudo de vários aspectos dos seres humanos nas sociedades passadas e presentes 
572, <somente incluir>
573, é uma tradição filosófica e protocientífica praticada em toda a Europa África e Ásia 
579, refere-se principalmente a 
580, an é um cientista no campo da astronomia que concentra seus estudos em uma questão ou campo específico fora do âmbito da Terra 
586,   abreviado de American Standard Code for Information Interchange é um padrão de codificação de caracteres para comunicação eletrônica 
593, é o processo de fazer a ilusão de movimento e a ilusão de mudança por meio da rápida sucessão de imagens sequenciais que diferem minimamente umas das outras 
594,  grego ático iônico e homérico  apollōn   dórico  apellōn arcadocypriot  apeilōn aeolic  aploun  é uma das mais importantes e complexas das divindades olímpicas na religião clássica grega e romana e na mitologia grega e romana 
595, kirk  nascido em 29 de abril de 1970 é um tenista profissional aposentado americano e ex-nº do mundo 
597, os  em classificações recentes sinônimo de mon-khmer são uma grande família do sudeste asiático continental também espalhada por toda a Índia Bangladesh Nepal e a fronteira sul da China 
599,  afro-asiático também conhecido como afrasiano e tradicionalmente como hamito-semita  chamito-semita é uma grande família de várias centenas de dialetos relacionados 
600,    oficialmente o principado de  também chamado de principado dos vales de  é um microestado soberano sem litoral no sudoeste da europa localizado nas montanhas orientais dos pireneus e limitado pela espanha e frança 
612, em matemática e estatística o  ênfase na terceira sílaba de aritmética ou simplesmente o ou média quando o contexto é claro é a soma de uma coleção de números dividida pelo número de números na coleção 
615, o  afc é um dos dois da liga nacional  nfl o mais alto nível profissional dos estados unidos 
620, é uma novela alegórica de George Orwell publicada pela primeira vez na Inglaterra em 17 de agosto de 1945 
621, são vertebrados tetrápodes ectotérmicos da classe anfíbios 
624,  é um u s estado localizado no extremo noroeste da américa do norte 
627, ou agricultura é o cultivo e criação de animais plantas e fungos para alimentação fibras biocombustíveis plantas medicinais e outros produtos usados ​​para sustentar e melhorar a vida humana 
628, leonard  26 de julho de 1894 - 22 de novembro de 1963 foi um escritor romancista filósofo e membro proeminente da família inglesa 
633,  singular  é um termo informal para um grupo grande e diversificado de organismos fotossintéticos que não estão necessariamente intimamente relacionados e portanto é polifilético 
634,  anova é uma coleção de modelos estatísticos usados ​​para analisar as diferenças entre as médias dos grupos e seus procedimentos associados  como variação entre e entre grupos desenvolvida pelo estatístico e biólogo evolutivo Ronald Fisher 
639, em química orgânica um alcano ou parafina  um nome histórico que também tem outros significados é um hidrocarboneto saturado acíclico 
643, um  comumente chamado de tribunal de apelações de apelações  inglês americano recurso  inglês britânico de segunda instância ou tribunal de segunda instância é qualquer lei que tenha poderes para ouvir uma apelação de um julgamento ou outro tribunal inferior 
651,  é uma canção patriótica americana 
653, é um termo abrangente que inclui dispositivos assistivos adaptativos e de reabilitação para pessoas com deficiência e também inclui o processo usado para selecioná-los localizá-los e usá-los 
655, o ábaco ou ábaco  plural também chamado de quadro de contagem é uma ferramenta de cálculo que estava em uso na Europa China e Rússia séculos antes da adoção do sistema numérico hindu-arábico escrito 
656, an é uma molécula ou íon capaz de doar um hidrônio  próton ou íon hidrogênio h ou alternativamente capaz de formar uma ligação covalente com um par de elétrons  um ácido de Lewis 
657,  também conhecido como betume  é uma forma líquida ou semi-sólida pegajosa preta e altamente viscosa de petróleo 
659, o  ansi  é uma organização privada sem fins lucrativos que supervisiona o desenvolvimento de consenso voluntário para produtos serviços processos sistemas e pessoal nos estados unidos 
662, foi o voo espacial que pousou os dois primeiros humanos na lua 
663,  a segunda missão de voo espacial humano no programa espacial dos Estados Unidos foi lançada em 21 de dezembro de 1968 e se tornou a primeira espaçonave tripulada a deixar a órbita terrestre alcançar a lua da Terra orbitá-la e retornar com segurança à Terra 
664, um ou cosmonauta  é uma pessoa treinada por um programa de voo espacial humano para comandar pilotar ou servir como membro da tripulação de uma nave espacial 
665, por impedir que os filhos de pessoas pobres sejam um fardo para seus pais ou país e para torná-los benéficos para o público comumente referido como  é um ensaio satírico juvenal escrito e publicado anonimamente por jonathan swift em 1729 
666, os s são um grupo  coluna na tabela periódica que consiste nos elementos químicos lítio  li sódio  na potássio  k rubídio  rb césio  cs e frâncio  fr 
670, an é um conjunto padrão de letras  símbolos básicos escritos ou grafemas que é usado para escrever uma ou mais línguas com base no princípio geral de que as letras representam fonemas  sons significativos básicos da língua falada 
673, o próton ou  símbolo z de um elemento químico é o número de prótons encontrados no núcleo de um átomo 
674, é o ramo da biologia preocupado com o estudo da estrutura dos organismos e suas partes 
675,  às vezes chamado de erro inverso falácia do inverso ou confusão de necessidade e suficiência é uma falácia formal de inferir o inverso da declaração original 
676, arsenyevich  4 de abril de 1932 – 29 de dezembro de 1986 foi um cineasta escritor editor de cinema teórico de cinema diretor de teatro e ópera soviético 
680, o   orycteropus afer é um mamífero noturno de tamanho médio escavador nativo da África 
681, o  proteles cristata é um pequeno mamífero insetívoro nativo do leste e sul da África 
682,    é um material de construção feito de terra e muitas vezes de material orgânico 
683, an é uma experiência excitante ou incomum 
689,  é o maior e mais populoso continente da Terra localizado principalmente nos hemisférios leste e norte e compartilha a massa continental da eurásia com o continente europeu e compartilha a massa continental da afro-eurásia com a europa e a África 
690,    é um país constituinte do reino dos Países Baixos no mar do Caribe meridional localizado a oeste da parte principal das Pequenas Antilhas e ao norte da costa da Venezuela 
691, a  formalmente a união perpétua foi um acordo entre os 13 estados originais dos estados unidos da américa que serviu como sua primeira constituição 
698, o é o segundo maior do mundo com uma área total de cerca de  
700,  22 de fevereiro de 1788 – 21 de setembro de 1860 foi um filósofo alemão 
701,  oficialmente a República de   Kikongo Kimbundu e Umbundu República de Ngola é um país da África do Sul 
704, este artigo é sobre as características da população de angola incluindo densidade populacional etnia nível de educação saúde da população situação econômica filiações religiosas e outros aspectos da população 
705, desde a adoção de uma nova constituição em 2010 o processo ocorre no quadro de uma república presidencialista em que o presidente é chefe de estado e chefe de governo e de um sistema multipartidário 
706, o é um dos que mais crescem no mundo com um crescimento médio anual do PIB de 11 1% entre 2001 e 2010 
709, the  portuguese forças armadas angolanas or faa are the military of angola 
713, an é um robô humanóide ou organismo sintético projetado para se parecer e agir como um humano especialmente um com um corpo semelhante à carne 
717,  é uma província ocidental do Canadá 
734,  ou os peixes com nadadeiras raiadas constituem uma classe ou subclasse dos peixes ósseos 
736,   14 de março de 1879 – 18 de abril de 1955 foi um físico teórico nascido na Alemanha 
737,  pashtodari  pashto afġānistān  dari afġānestān  oficialmente a República Islâmica do Afeganistão é um país sem litoral localizado no sul da Ásia e na Ásia Central 
738,     oficialmente a república de   é um país do sudeste europeu 
740,    é a palavra árabe para deus nas religiões abraâmicas 
746,    oficialmente a república de  é um país da região do sul do cáucaso situado na encruzilhada do sudoeste asiático e sudeste europeu 
748, é um hobby cujos participantes gostam de observar o céu e a abundância de objetos encontrados nele a olho nu binóculos ou telescópios 
751, O objetivo de ueshiba era criar uma arte que os praticantes pudessem usar para se defender e ao mesmo tempo proteger seu atacante de lesões 
752, é uma gama diversificada de atividades humanas na criação de artefatos visuais auditivos ou performáticos  obras de arte expressando a habilidade imaginativa ou técnica do autor destinados a serem apreciados por sua beleza ou poder emocional 
764, é uma ordem de artrópodes que se desenvolveu pela primeira vez perto do final do período cambriano inicial e prosperou durante o cambriano médio 
765, é o término da gravidez pela remoção de um feto ou embrião antes que ele possa sobreviver fora do útero 
771, o  17751783 também conhecido como o da independência foi um global que começou como um conflito entre a Grã-Bretanha e suas treze colônias que declararam independência como os estados unidos da américa 
772, o  símbolo a muitas vezes abreviado para amp é a unidade básica de corrente elétrica no sistema internacional de unidades  si 
775, em matemática e ciência da computação um   é uma sequência independente de ações a serem executadas 
777, an é um que completa seu ciclo de vida desde a germinação até a produção da semente dentro de um ano e depois morre 
782, bochechos bochechos bochechos bochechos ou banhos bucais é um líquido que é retido na boca passivamente ou espalhado ao redor da boca por contração dos músculos periorais eou movimento da cabeça e pode ser gargarejo quando a cabeça é inclinada para trás e o líquido borbulhou no fundo da boca 
783, iii da Macedônia  2021 de julho de 356 aC – 1011 de junho de 323 aC comumente conhecido como  alexandros ho mégas foi um rei  basileus do antigo reino grego da Macedônia e membro da a dinastia argeada 
784, habdank skarbek  3 de julho de 1879 – 1 de março de 1950 foi um acadêmico independente polonês-americano que desenvolveu um campo chamado semântica geral que ele via como distinto e mais abrangente do que o campo da semântica 
785, é um jogo de tiro espacial arcade lançado em novembro de 1979 pela atari inc e projetado por lyle rains ed logg e dominic walsh 
786,  lírios asparagóides é uma ordem de plantas em sistemas de classificação modernos como o grupo de filogenia das angiospermas  apg e a teia de filogenia das angiospermas 
787, os  alismatids são uma ordem de plantas com flores incluindo cerca de 4500 espécies 
788, são uma ordem de plantas com flores 
789, é uma ordem de plantas com flores dicotiledôneas que inclui a grande família asteraceae  ou compositae conhecida por flores compostas feitas de floretes e dez famílias relacionadas às asteraceae 
791, são planetas menores especialmente os do sistema solar interno 
798, é uma das constelações do zodíaco 
799, é uma constelação do zodíaco situada entre capricornus e peixes 
800, os primeiros japoneses comerciais datam de 1917 e a produção japonesa desde então continuou a aumentar de forma constante 
802,    anteriormente conhecida como ancyra e angora é a capital da república da turquia 
803,  ou ou  é um complexo de língua semítica central que surgiu pela primeira vez na Idade do Ferro noroeste da Arábia e agora é a língua franca do mundo 
808, sir joseph  13 de agosto de 1899 - 29 de abril de 1980 foi um diretor e produtor de cinema inglês e americano conhecido como o mestre do suspense 
824,  é uma família proposta da eurásia central e da sibéria agora amplamente vista como desacreditada 
840, em matemática o  ou ac é uma teoria dos conjuntos equivalente à afirmação de que o produto cartesiano de uma coleção de conjuntos não vazios é não vazio 
841,  ou  fl 
842, o    é uma enseada alongada do mediterrâneo localizada entre as penínsulas grega e anatólia ou seja entre os continentes da grécia e da turquia 
843, é um romance distópico de Anthony Burgess publicado em 1962 
844,   é a capital e município mais populoso do reino dos Países Baixos 
848,  é um fabricante de automóveis alemão que projeta projeta produz comercializa e distribui veículos de luxo 
849, an é uma máquina que é capaz de voar ganhando apoio do ar 
851, bernhard   21 de outubro de 1833 – 10 de dezembro de 1896 foi um químico engenheiro inventor empresário e filantropo sueco 
852,  3 de março de 1847 - 2 de agosto de 1922 foi um cientista inventor engenheiro e inovador escocês que é creditado com a patente do primeiro telefone prático 
854,  grego antigo   de   – leste ou  sun rise no moderno  na geografia conhecida como Ásia menor  grego antigo   – pequena ásia no moderno  peru asiático península da Anatólia ou planalto da Anatólia é a protuberância mais ocidental da Ásia que compõe a maioria da Turquia moderna 
856, é uma empresa multinacional americana de tecnologia com sede em cupertino califórnia que projeta desenvolve e vende eletrônicos de consumo software de computador e serviços online 
857,  é uma das 32 áreas do conselho da Escócia 
863, o foi travado nos estados unidos de 1861 a 1865 
864,  nascido andrew warhola 6 de agosto de 1928 – 22 de fevereiro de 1987 foi um artista diretor e produtor americano que foi uma das principais figuras do movimento de arte visual conhecido como pop art 
868,  honorífico em turco que significa leão heróico em nome completo diya ad-dunya wa ad-din adud ad-dawlah abu shuja muhammad ibn dawud 20 de janeiro de 1029 – 15 de dezembro de 1072 nome real muhammad bin dawud chaghri  foi o segundo sultão do império seljúcida e bisneto de seljúcida o homônimo fundador da dinastia 
869, o  afi é uma organização que educa cineastas e homenageia a herança das artes cinematográficas nos estados unidos 
872, entrou na indústria cinematográfica japonesa em 1936 após um breve período como pintor 
874, foi uma civilização do nordeste da África concentrada ao longo do curso inferior do rio Nilo no local que hoje é o país Egito 
876, a  mnd é qualquer um dos vários distúrbios neurológicos que afetam seletivamente os neurônios as células que controlam os músculos voluntários do corpo 
877, an  pronunciado ou  é um tipo de sistema de escrita em que cada símbolo representa uma consoante deixando ao leitor a vogal apropriada 
878, an  do geez አቡጊዳ abugida ou alfassilabário também conhecido como avugida é um sistema de escrita segmental em que as sequências consoante-vogal são escritas como uma unidade cada unidade é baseada em uma letra consoante e vogal notação é secundária 
880,  foi um grupo pop sueco formado em Estocolmo em 1972 pelos membros agnetha fältskog björn ulvaeus benny andersson e anni-frid lyngstad 
888, Alfred Elton  26 de abril de 1912 – 26 de janeiro de 2000 foi um autor de ficção científica nascido no Canadá considerado um dos mais populares influentes e complexos praticantes de meados do século XX a chamada era de ouro do gênero 
890, sergeyevna  nascido em 7 de junho de 1981 é um ex-tenista profissional russo 
892,  2 de julho de 1884 em AschaffenburgBaviera – 17 de outubro de 1931 em Hamburgo foi um neurologista alemão que trabalhou no campo da neuropatologia 
894, é a visão de que a existência de deus ou do sobrenatural é desconhecida ou incognoscível 
896, é um elemento químico com símbolo ar e número atômico 18 
897, é um elemento químico com símbolo como e número atômico 33 
898, é um elemento químico com símbolo sb  de  e número atômico 51 
899, é um elemento químico com símbolo ac e número atômico 89 
900, é um elemento químico radioativo com símbolo am e número atômico 95 
901, é um elemento químico radioativo com símbolo em e número atômico 85 
902, átomo da palavra grega atomos que significa indivisível foi concebido há cerca de 2 400 anos por um homem grego chamado Demócrito 
903,  do latim arabilis capaz de ser arado é de acordo com uma definição capaz de ser arado e usado para cultivar 
904, ou o alumínio é um elemento químico com símbolo al e número atômico 13 
909, a é uma associação internacional de igrejas autônomas que consiste na igreja da Inglaterra e igrejas nacionais e regionais  províncias na íntegra 
911, um   às vezes chamado de grupo de ilhas ou cadeia de ilhas é uma cadeia aglomerado ou coleção de ilhas ou às vezes um mar contendo um pequeno número de ilhas espalhadas 
914, an é estritamente definido como o criador de qualquer obra escrita e portanto também pode ser descrito como um escritor  com qualquer distinção sendo principalmente uma implicação de que an é um escritor de uma ou mais obras importantes como livros ou peças 
915,  andrei andreyevich  em obras mais antigas também se escreve markoff  14 de junho de 1856 s s 
921, significa medo ou ansiedade  angústia é seu equivalente latino e ansioso ansiedade são de origem semelhante 
922, É uma emoção caracterizada por um estado desagradável de agitação interna muitas vezes acompanhado por comportamento nervoso como andar de um lado para o outro queixas somáticas e ruminação 
928, um postulado ou é uma afirmação que é tida como verdadeira para servir de premissa ou ponto de partida para raciocínios e argumentos adicionais 
929,  maiúsculas  minúsculas   álfa álfa é a primeira letra do alfabeto grego 
930,  4 de outubro de 1928 – 27 de junho de 2016 foi um escritor e futurista americano conhecido por seus trabalhos que discutem as tecnologias modernas incluindo a revolução digital e a revolução da comunicação com ênfase em seus efeitos nas culturas em todo o mundo 
931, é uma série de quadrinhos americana publicada pela Marvel Comics apresentando aventuras do super-herói fictício Homem-Aranha 
951,   é um estado soberano nas américas situado entre o mar do caribe e o oceano atlântico 
953,  historicamente agincourt em inglês é uma comuna no departamento de pas-de-calais no norte da França 
954, berthold konrad hermann  19 de março de 1905 - 1 de setembro de 1981 foi um arquiteto alemão que foi durante a maior parte da segunda guerra mundial ministro do reich de armamentos e produção de guerra para a alemanha nazista 
956, ou compositae  comumente referida como a família de aster margarida composta ou girassol é uma família muito grande e difundida de plantas com flores  angiospermae 
957, ou umbelliferae é uma família de plantas com flores principalmente aromáticas com o nome do gênero tipo apium e comumente conhecido como a família de aipo cenoura ou salsa 
958, an  do grego ἄξων áxōn eixo é uma projeção longa e delgada de uma célula nervosa ou neurônio que normalmente conduz impulsos elétricos para longe do corpo celular do neurônio 
960, o antigo é adaptado do fenício e tornou-se distinto dele no século VIII aC 
966,  é uma tradução de uma frase da crítica de cinema francesa plan américain e refere-se a um filme de médio-longo  joelho de um grupo de personagens que são dispostos de forma que todos sejam visíveis para a câmera 
969, é um sinal neurológico que consiste na falta de coordenação voluntária dos movimentos musculares que inclui anormalidade na marcha 
972, é um personagem fictício criado pelo escritor de terror americano h pág lovecraft 
974, augusta king-noel condessa de  née byron 10 de dezembro de 1815 - 27 de novembro de 1852 foi uma matemática e escritora inglesa conhecida principalmente por seu trabalho no computador mecânico de propósito geral proposto por Charles Babbage o motor analítico 
980, william  24 de fevereiro de 1909 - 4 de julho de 1971 foi um escritor e antólogo americano 
981, os       são o sistema de cordilheiras mais altas e extensas que se encontra inteiramente na Europa estendendo-se aproximadamente por oito países alpinos Áustria França Alemanha Itália Liechtenstein Mônaco Eslovênia e Suíça 
983,  7 de novembro de 1913 – 4 de janeiro de 1960 foi um filósofo escritor e jornalista francês 
984, dame mary clarissa christie lady mallowan dbe  née miller 15 de setembro de 1890 – 12 de janeiro de 1976 foi uma romancista policial contista e dramaturga inglesa 
986,  francês la peste é um romance de albert camus publicado em 1947 que conta a história de uma cidade argelina francesa arrebatadora de orã 
988, é o ramo que se preocupa com a análise de questões morais particulares na vida privada e pública 
991, em matemática o ou módulo de um número real é o não-negativo de independentemente do seu sinal 
993, an é qualquer contínuo para o qual a característica variável no tempo  variável de é uma representação de alguma outra quantidade variável no tempo isto é análoga a outro sinal variável no tempo 
994, é uma ordem de plantas com flores 
1000,   é uma detetive fictícia belga criada por agatha christie 
1002, Jane Marple geralmente referida como  é uma personagem fictícia que aparece em 12 dos romances policiais de Agatha Christie e em 20 contos 
1004, é o quarto mês do ano no calendário gregoriano o quinto no início do juliano e o primeiro mês a ter a duração de 30 dias 
1005, é o oitavo mês do ano nos calendários juliano e gregoriano caindo entre julho e setembro e o quinto mês a ter a duração de 31 dias 
1006,  ou  é profeta sumo sacerdote e irmão de Moisés nas religiões abraâmicas  irmão mais velho no caso do judaísmo 
1014, em química an é qualquer composto orgânico no qual o grupo funcional hidroxila  –oh está ligado a um átomo de carbono saturado 
1016,   no condado de mayo é o maior ao largo da costa da irlanda e situa-se ao largo da costa oeste 
1017, irwin  3 de junho de 1926 – 5 de abril de 1997 foi um poeta americano de origem judaica e uma das principais figuras tanto da geração beat dos anos 1950 quanto da contracultura que logo se seguiria 
1018, em álgebra abstrata um f contém uma raiz para cada polinômio não constante em f[x] o anel de polinômios na variável x com coeficientes em f 
1020, yevgenyevich  nascido em 23 de maio de 1951 é um grande mestre de xadrez russo e ex-campeão mundial 
1022,  também conhecido como automobilismo automobilismo ou automobilismo é um esporte que envolve o uso de automóveis para competição 
1023, é uma filosofia política e escola de pensamento anarquista que defende a eliminação do estado em favor da autopropriedade propriedade privada e livre mercado 
1028,  ou    c 446 – c 386 aC filho de philippus do deme kydathenaion  foi um dramaturgo cômico da antiga Atenas 
1029,  om  14 de janeiro de 1875 – 4 de setembro de 1965 foi um teólogo organista escritor humanitário filósofo e médico franco-alemão 
